3.699231E+03	1.4223979E-01
3.701159E+03	1.3101141E-01
3.703088E+03	1.3358925E-01
3.705016E+03	1.6112827E-01
3.706944E+03	1.6610105E-01
3.708872E+03	1.4140700E-01
3.710801E+03	1.1365325E-01
3.712729E+03	1.1582969E-01
3.714657E+03	1.6937207E-01
3.716585E+03	2.0236975E-01
3.718514E+03	2.0419285E-01
3.720442E+03	1.9458956E-01
3.722370E+03	1.8243285E-01
3.724298E+03	1.8584050E-01
3.726227E+03	1.8762572E-01
3.728155E+03	2.1859495E-01
3.730083E+03	2.2974572E-01
3.732011E+03	1.8997614E-01
3.733940E+03	1.4946143E-01
3.735868E+03	1.3533571E-01
3.737796E+03	1.8020014E-01
3.739725E+03	2.4271843E-01
3.741653E+03	2.5304234E-01
3.743581E+03	1.8868972E-01
3.745509E+03	1.6650666E-01
3.747438E+03	2.1774383E-01
3.749366E+03	1.9665781E-01
3.751294E+03	1.6489014E-01
3.753222E+03	2.3407629E-01
3.755151E+03	3.2870427E-01
3.757079E+03	3.5822600E-01
3.759007E+03	3.4015420E-01
3.760935E+03	3.8361993E-01
3.762864E+03	4.6234071E-01
3.764792E+03	4.5052791E-01
3.766720E+03	4.4524923E-01
3.768648E+03	4.5063892E-01
3.770577E+03	4.4479907E-01
3.772505E+03	5.4842210E-01
3.774433E+03	6.2961572E-01
3.776361E+03	6.4208037E-01
3.778290E+03	5.9130198E-01
3.780218E+03	5.6806260E-01
3.782146E+03	6.6879004E-01
3.784074E+03	6.8825328E-01
3.786003E+03	7.1128440E-01
3.787931E+03	7.9448533E-01
3.789859E+03	8.4731328E-01
3.791787E+03	8.9008045E-01
3.793716E+03	8.9036208E-01
3.795644E+03	8.0692011E-01
3.797572E+03	7.6166886E-01
3.799500E+03	7.5785130E-01
3.801429E+03	6.0448247E-01
3.803357E+03	7.2474778E-01
3.805285E+03	8.9600086E-01
3.807213E+03	8.2261831E-01
3.809142E+03	1.0491652E+00
3.811070E+03	1.2639227E+00
3.812998E+03	1.2841474E+00
3.814926E+03	1.0650785E+00
3.816855E+03	9.2207515E-01
3.818783E+03	1.0570115E+00
3.820711E+03	8.5808802E-01
3.822639E+03	9.8464161E-01
3.824568E+03	1.3649672E+00
3.826496E+03	1.4128391E+00
3.828424E+03	1.5400571E+00
3.830352E+03	1.5596695E+00
3.832281E+03	1.4792235E+00
3.834209E+03	1.4515103E+00
3.836137E+03	1.3212100E+00
3.838065E+03	1.1407540E+00
3.839994E+03	1.2280205E+00
3.841922E+03	1.4993589E+00
3.843850E+03	1.7034115E+00
3.845778E+03	2.0210583E+00
3.847707E+03	2.2207081E+00
3.849635E+03	2.0395741E+00
3.851563E+03	1.4400979E+00
3.853491E+03	9.2840672E-01
3.855420E+03	1.2415979E+00
3.857348E+03	1.9422631E+00
3.859276E+03	2.2855778E+00
3.861204E+03	2.2087126E+00
3.863133E+03	1.9107442E+00
3.865061E+03	1.8195713E+00
3.866989E+03	2.0675831E+00
3.868917E+03	1.8700430E+00
3.870846E+03	1.6836940E+00
3.872774E+03	2.0124803E+00
3.874702E+03	2.1367435E+00
3.876630E+03	2.5187335E+00
3.878559E+03	2.5459704E+00
3.880487E+03	2.0499520E+00
3.882415E+03	2.2362499E+00
3.884343E+03	2.2041354E+00
3.886272E+03	2.0976529E+00
3.888200E+03	2.5422723E+00
3.890128E+03	2.4844236E+00
3.892056E+03	2.2199419E+00
3.893985E+03	2.5594032E+00
3.895913E+03	2.8575323E+00
3.897841E+03	2.5470889E+00
3.899769E+03	2.1214857E+00
3.901698E+03	1.9518923E+00
3.903626E+03	1.9161494E+00
3.905554E+03	2.1560712E+00
3.907483E+03	2.7397842E+00
3.909411E+03	3.0894332E+00
3.911339E+03	3.1251462E+00
3.913267E+03	3.1378956E+00
3.915196E+03	2.9086659E+00
3.917124E+03	2.6349320E+00
3.919052E+03	2.6327627E+00
3.920980E+03	2.8318996E+00
3.922909E+03	2.8629153E+00
3.924837E+03	2.7395706E+00
3.926765E+03	2.9077415E+00
3.928693E+03	3.0075240E+00
3.930622E+03	2.8068218E+00
3.932550E+03	2.7122128E+00
3.934478E+03	2.9505234E+00
3.936406E+03	3.2012355E+00
3.938335E+03	3.2299979E+00
3.940263E+03	3.1723082E+00
3.942191E+03	2.9449348E+00
3.944119E+03	2.9396460E+00
3.946048E+03	3.1095014E+00
3.947976E+03	2.9902284E+00
3.949904E+03	2.9693379E+00
3.951832E+03	3.1306751E+00
3.953761E+03	3.2578845E+00
3.955689E+03	3.2911777E+00
3.957617E+03	3.2794108E+00
3.959545E+03	3.2884078E+00
3.961474E+03	3.2406805E+00
3.963402E+03	3.2752051E+00
3.965330E+03	3.3685532E+00
3.967258E+03	3.3729396E+00
3.969187E+03	3.3439975E+00
3.971115E+03	3.3268898E+00
3.973043E+03	3.3158908E+00
3.974971E+03	3.3027298E+00
3.976900E+03	3.3452339E+00
3.978828E+03	3.4021969E+00
3.980756E+03	3.4023848E+00
3.982684E+03	3.4036002E+00
3.984613E+03	3.4244900E+00
3.986541E+03	3.4499476E+00
3.988469E+03	3.4380732E+00
3.990397E+03	3.4043469E+00
3.992326E+03	3.4182236E+00
3.994254E+03	3.4281759E+00
3.996182E+03	3.4410186E+00
3.998110E+03	3.4823844E+00
4.000039E+03	3.4968846E+00
4.001967E+03	3.4961038E+00
4.003895E+03	3.4994411E+00
4.005823E+03	3.4934177E+00
4.007752E+03	3.4601927E+00
4.009680E+03	3.4564829E+00
4.011608E+03	3.4927099E+00
4.013536E+03	3.4980063E+00
4.015465E+03	3.4966516E+00
4.017393E+03	3.4829891E+00
4.019321E+03	3.4594443E+00
4.021249E+03	3.4732330E+00
4.023178E+03	3.4816031E+00
4.025106E+03	3.4634395E+00
4.027034E+03	3.4774871E+00
4.028962E+03	3.5052915E+00
4.030891E+03	3.5076072E+00
4.032819E+03	3.5174551E+00
4.034747E+03	3.5258143E+00
4.036675E+03	3.5311561E+00
4.038604E+03	3.5351579E+00
4.040532E+03	3.5350223E+00
4.042460E+03	3.5182076E+00
4.044388E+03	3.4778726E+00
4.046317E+03	3.4934175E+00
4.048245E+03	3.5339618E+00
4.050173E+03	3.5382330E+00
4.052101E+03	3.5372505E+00
4.054030E+03	3.5374100E+00
4.055958E+03	3.5408959E+00
4.057886E+03	3.5369108E+00
4.059814E+03	3.5256245E+00
4.061743E+03	3.5262198E+00
4.063671E+03	3.5360804E+00
4.065599E+03	3.5390904E+00
4.067527E+03	3.5370901E+00
4.069456E+03	3.5370426E+00
4.071384E+03	3.5341897E+00
4.073312E+03	3.5283546E+00
4.075241E+03	3.5256827E+00
4.077169E+03	3.5224698E+00
4.079097E+03	3.5050571E+00
4.081025E+03	3.5005240E+00
4.082954E+03	3.5093782E+00
4.084882E+03	3.5018883E+00
4.086810E+03	3.4808242E+00
4.088738E+03	3.4648154E+00
4.090667E+03	3.4674556E+00
4.092595E+03	3.4642963E+00
4.094523E+03	3.4566960E+00
4.096451E+03	3.4549279E+00
4.098380E+03	3.4534063E+00
4.100308E+03	3.4560373E+00
4.102236E+03	3.4551229E+00
4.104164E+03	3.4412746E+00
4.106093E+03	3.4287505E+00
4.108021E+03	3.4483621E+00
4.109949E+03	3.4684165E+00
4.111877E+03	3.4724917E+00
4.113806E+03	3.4776626E+00
4.115734E+03	3.4782088E+00
4.117662E+03	3.4821215E+00
4.119590E+03	3.4817035E+00
4.121519E+03	3.4820898E+00
4.123447E+03	3.4841156E+00
4.125375E+03	3.4848561E+00
4.127303E+03	3.4871492E+00
4.129232E+03	3.4867890E+00
4.131160E+03	3.4864757E+00
4.133088E+03	3.4766541E+00
4.135016E+03	3.4750223E+00
4.136945E+03	3.4796720E+00
4.138873E+03	3.4757855E+00
4.140801E+03	3.4768231E+00
4.142729E+03	3.4798958E+00
4.144658E+03	3.4812458E+00
4.146586E+03	3.4804237E+00
4.148514E+03	3.4798939E+00
4.150442E+03	3.4804280E+00
4.152371E+03	3.4809744E+00
4.154299E+03	3.4816546E+00
4.156227E+03	3.4836960E+00
4.158155E+03	3.4846556E+00
4.160084E+03	3.4840808E+00
4.162012E+03	3.4876289E+00
4.163940E+03	3.4883578E+00
4.165868E+03	3.4880311E+00
4.167797E+03	3.4887071E+00
4.169725E+03	3.4885390E+00
4.171653E+03	3.4879375E+00
4.173581E+03	3.4882214E+00
4.175510E+03	3.4907286E+00
