X	Y
2.000000	0.000000
7.403514	0.000000
12.807028	0.000000
18.210542	0.000000
23.614056	0.000000
29.017570	0.000000
34.421083	0.000000
39.824597	0.000000
45.228111	0.000000
50.631625	0.000000
56.035139	0.000000
61.438653	0.000000
66.842167	0.000000
72.245681	0.000000
77.649195	0.000000
83.052709	0.000000
88.456223	0.000000
93.859736	0.000000
99.263250	0.000000
104.666764	0.000000
110.070278	0.000000
115.473792	0.000000
120.877306	0.000000
126.280820	0.000000
131.684334	0.000000
137.087848	0.000000
142.491362	0.000000
147.894876	0.000000
153.298389	0.000000
158.701903	0.000000
164.105417	0.000000
169.508931	0.000000
174.912445	0.000000
180.315959	0.000000
185.719473	0.000000
191.122987	0.000000
196.526501	0.000000
201.930015	0.000000
207.333529	0.000000
212.737042	0.000000
218.140556	0.000000
223.544070	0.000000
228.947584	0.000000
234.351098	0.000000
239.754612	0.000000
245.158126	0.000000
250.561640	0.000000
255.965154	0.000000
261.368668	0.000000
266.772182	0.000000
272.175695	0.000000
277.579209	0.000000
282.982723	0.000000
288.386237	0.000000
293.789751	0.000000
299.193265	0.000000
304.596779	0.000000
310.000293	0.000000
315.403807	0.000000
320.807321	0.000000
326.210835	0.000000
331.614348	0.000000
337.017862	0.000000
342.421376	0.000000
347.824890	0.000000
353.228404	0.000000
358.631918	0.000000
364.035432	0.000000
369.438946	0.000000
374.842460	0.000000
380.245974	0.000000
385.649487	0.000000
391.053001	0.000000
396.456515	0.000000
401.860029	0.000000
407.263543	0.000000
412.667057	0.000000
418.070571	0.000000
423.474085	0.000000
428.877599	0.000000
434.281113	0.000000
439.684627	0.000000
445.088140	0.000000
450.491654	0.000000
455.895168	0.000000
461.298682	0.000000
466.702196	0.000000
472.105710	0.000000
477.509224	0.000000
482.912738	0.000000
488.316252	0.000000
493.719766	0.000000
499.123280	0.000000
504.526793	0.000000
509.930307	0.000000
515.333821	0.000000
520.737335	0.000000
526.140849	0.000000
531.544363	0.000000
536.947877	0.000000
542.351391	0.000000
547.754905	0.000000
553.158419	0.000000
558.561933	0.000000
563.965446	0.000000
569.368960	0.000000
574.772474	0.000000
580.175988	0.000000
585.579502	0.000000
590.983016	0.000000
596.386530	0.000000
601.790044	0.000000
607.193558	0.000000
612.597072	0.000000
618.000586	0.000000
623.404099	0.000000
628.807613	0.000000
634.211127	0.000000
639.614641	0.000000
645.018155	0.000000
650.421669	0.000000
655.825183	0.000000
661.228697	0.000000
666.632211	0.000000
672.035725	0.000000
677.439239	0.000000
682.842752	0.000000
688.246266	0.000000
693.649780	0.000000
699.053294	0.000000
704.456808	0.000000
709.860322	0.000000
715.263836	0.000000
720.667350	0.000000
726.070864	0.000000
731.474378	0.000000
736.877892	0.000000
742.281405	0.000000
747.684919	0.000000
753.088433	0.000000
758.491947	0.000000
763.895461	0.000000
769.298975	0.000000
774.702489	0.000000
780.106003	0.000000
785.509517	0.000000
790.913031	0.000000
796.316545	0.000000
801.720058	0.000000
807.123572	0.000000
812.527086	0.000000
817.930600	0.000000
823.334114	0.000000
828.737628	0.000000
834.141142	0.000000
839.544656	0.000000
844.948170	0.000000
850.351684	0.000000
855.755198	0.000000
861.158711	0.000000
866.562225	0.000000
871.965739	0.000000
877.369253	0.000000
882.772767	0.000000
888.176281	0.000000
893.579795	0.000000
898.983309	0.000000
904.386823	0.000000
909.790337	0.000000
915.193851	0.000000
920.597364	0.000000
926.000878	0.000000
931.404392	0.000000
936.807906	0.000000
942.211420	0.000000
947.614934	0.000000
953.018448	0.000000
958.421962	0.000000
963.825476	0.000000
969.228990	0.000000
974.632504	0.000000
980.036017	0.000000
985.439531	0.000000
990.843045	0.000000
996.246559	0.000000
1001.650073	0.000000
1007.053587	0.000000
1012.457101	0.000000
1017.860615	0.000000
1023.264129	0.000000
1028.667643	0.000000
1034.071157	0.000000
1039.474670	0.000000
1044.878184	0.000000
1050.281698	0.000000
1055.685212	0.000000
1061.088726	0.000000
1066.492240	0.000000
1071.895754	0.000000
1077.299268	0.000000
1082.702782	0.000000
1088.106296	0.000000
1093.509809	0.000000
1098.913323	0.000000
1104.316837	0.000000
1109.720351	0.000000
1115.123865	0.000000
1120.527379	0.000000
1125.930893	0.000000
1131.334407	0.000000
1136.737921	0.000000
1142.141435	0.000000
1147.544949	0.000000
1152.948462	0.000000
1158.351976	0.000000
1163.755490	0.000000
1169.159004	0.000000
1174.562518	0.000000
1179.966032	0.000000
1185.369546	0.000000
1190.773060	0.000000
1196.176574	0.000000
1201.580088	0.000000
1206.983602	0.000000
1212.387115	0.000000
1217.790629	0.000000
1223.194143	0.000000
1228.597657	0.000000
1234.001171	0.000000
1239.404685	0.000000
1244.808199	0.000000
1250.211713	0.000000
1255.615227	0.000000
1261.018741	0.000000
1266.422255	0.000000
1271.825768	0.000000
1277.229282	0.000000
1282.632796	0.000000
1288.036310	0.000000
1293.439824	0.000000
1298.843338	0.000000
1304.246852	0.000000
1309.650366	0.000000
1315.053880	0.000000
1320.457394	0.000000
1325.860908	0.000000
1331.264421	0.000000
1336.667935	0.000000
1342.071449	0.000000
1347.474963	0.000000
1352.878477	0.000000
1358.281991	0.000000
1363.685505	0.000000
1369.089019	0.000000
1374.492533	0.000000
1379.896047	0.000000
1385.299561	0.000000
1390.703074	0.000000
1396.106588	0.000000
1401.510102	0.000000
1406.913616	0.000000
1412.317130	0.000000
1417.720644	0.000000
1423.124158	0.000000
1428.527672	0.000000
1433.931186	0.000000
1439.334700	0.000000
1444.738214	0.000000
1450.141727	0.000000
1455.545241	0.000000
1460.948755	0.000000
1466.352269	0.000000
1471.755783	0.000000
1477.159297	0.000000
1482.562811	0.000000
1487.966325	0.000000
1493.369839	0.000000
1498.773353	0.000000
1504.176867	0.000000
1509.580380	0.000000
1514.983894	0.000000
1520.387408	0.000000
1525.790922	0.000000
1531.194436	0.000000
1536.597950	0.000000
1542.001464	0.000000
1547.404978	0.000000
1552.808492	0.000000
1558.212006	0.000000
1563.615520	0.000000
1569.019033	0.000000
1574.422547	0.000000
1579.826061	0.000000
1585.229575	0.000000
1590.633089	0.000000
1596.036603	0.000000
1601.440117	0.000000
1606.843631	0.000000
1612.247145	0.000000
1617.650659	0.000000
1623.054173	0.000000
1628.457686	0.000000
1633.861200	0.000000
1639.264714	0.000000
1644.668228	0.000000
1650.071742	0.000000
1655.475256	0.000000
1660.878770	0.000000
1666.282284	0.000000
1671.685798	0.000000
1677.089312	0.000000
1682.492826	0.000000
1687.896339	0.000000
1693.299853	0.000000
1698.703367	0.000000
1704.106881	0.000000
1709.510395	0.000000
1714.913909	0.000000
1720.317423	0.000000
1725.720937	0.000000
1731.124451	0.000000
1736.527965	0.000000
1741.931479	0.000000
1747.334992	0.000000
1752.738506	0.000000
1758.142020	0.000000
1763.545534	0.000000
1768.949048	0.000000
1774.352562	0.000000
1779.756076	0.000000
1785.159590	0.000000
1790.563104	0.000000
1795.966618	0.000000
1801.370131	0.000000
1806.773645	0.000000
1812.177159	0.000000
1817.580673	0.000000
1822.984187	0.000000
1828.387701	0.000000
1833.791215	0.000000
1839.194729	0.000000
1844.598243	0.000000
1850.001757	0.000000
1855.405271	0.000000
1860.808784	0.000000
1866.212298	0.000000
1871.615812	0.000000
1877.019326	0.000000
1882.422840	0.000000
1887.826354	0.000000
1893.229868	0.000000
1898.633382	0.000000
1904.036896	0.000000
1909.440410	0.000000
1914.843924	0.000003
1920.247437	0.000031
1925.650951	0.000433
1931.054465	0.011915
1936.457979	0.035288
1941.861493	2.798553
1947.265007	1.829613
1952.668521	32.034180
1958.072035	4.053955
1963.475549	2.483734
1968.879063	0.316654
1974.282577	0.012913
1979.686090	0.003410
1985.089604	0.000086
1990.493118	0.000017
1995.896632	0.000001
2001.300146	0.000000
2006.703660	0.000000
2012.107174	0.000000
2017.510688	0.000000
2022.914202	0.000000
2028.317716	0.000000
2033.721230	0.000000
2039.124743	0.000000
2044.528257	0.000000
2049.931771	0.000000
2055.335285	0.000000
2060.738799	0.000000
2066.142313	0.000000
2071.545827	0.000000
2076.949341	0.000000
2082.352855	0.000000
2087.756369	0.000001
2093.159883	0.000003
2098.563396	0.000017
2103.966910	0.000243
2109.370424	0.001116
2114.773938	0.076412
2120.177452	0.291883
2125.580966	111.480469
2130.984480	792.750000
2136.387994	496116.000000
2141.791508	118622208.000000
2147.195022	3626144.000000
2152.598536	32638798659584.000000
2158.002049	7743808.000000
2163.405563	27487522258944.000000
2168.809077	171476.000000
2174.212591	104115.000000
2179.616105	97.095703
2185.019619	0.499594
2190.423133	0.019304
2195.826647	0.000132
2201.230161	0.000007
2206.633675	0.000000
2212.037189	0.000000
2217.440702	0.000000
2222.844216	0.000000
2228.247730	0.000000
2233.651244	0.000000
2239.054758	0.000000
2244.458272	0.000000
2249.861786	0.000000
2255.265300	0.000000
2260.668814	0.000000
2266.072328	0.000000
2271.475842	0.000000
2276.879355	0.000000
2282.282869	0.000000
2287.686383	0.000000
2293.089897	0.000000
2298.493411	0.000000
2303.896925	0.000000
2309.300439	0.000000
2314.703953	0.000000
2320.107467	0.000000
2325.510981	0.000000
2330.914495	0.000000
2336.318008	0.000000
2341.721522	0.000000
2347.125036	0.000000
2352.528550	0.000000
2357.932064	0.000000
2363.335578	0.000000
2368.739092	0.000000
2374.142606	0.000000
2379.546120	0.000000
2384.949634	0.000000
2390.353148	0.000000
2395.756661	0.000000
2401.160175	0.000000
2406.563689	0.000000
2411.967203	0.000000
2417.370717	0.000000
2422.774231	0.000000
2428.177745	0.000000
2433.581259	0.000000
2438.984773	0.000000
2444.388287	0.000000
2449.791800	0.000000
2455.195314	0.000000
2460.598828	0.000000
2466.002342	0.000000
2471.405856	0.000000
2476.809370	0.000000
2482.212884	0.000000
2487.616398	0.000000
2493.019912	0.000000
2498.423426	0.000000
2503.826940	0.000000
2509.230453	0.000000
2514.633967	0.000000
2520.037481	0.000000
2525.440995	0.000000
2530.844509	0.000000
2536.248023	0.000000
2541.651537	0.000000
2547.055051	0.000000
2552.458565	0.000000
2557.862079	0.000000
2563.265593	0.000000
2568.669106	0.000000
2574.072620	0.000000
2579.476134	0.000000
2584.879648	0.000000
2590.283162	0.000000
2595.686676	0.000000
2601.090190	0.000000
2606.493704	0.000000
2611.897218	0.000000
2617.300732	0.000000
2622.704246	0.000000
2628.107759	0.000000
2633.511273	0.000000
2638.914787	0.000000
2644.318301	0.000000
2649.721815	0.000000
2655.125329	0.000000
2660.528843	0.000000
2665.932357	0.000000
2671.335871	0.000000
2676.739385	0.000000
2682.142899	0.000000
2687.546412	0.000000
2692.949926	0.000000
2698.353440	0.000000
2703.756954	0.000000
2709.160468	0.000000
2714.563982	0.000000
2719.967496	0.000000
2725.371010	0.000000
2730.774524	0.000000
2736.178038	0.000000
2741.581552	0.000000
2746.985065	0.000000
2752.388579	0.000000
2757.792093	0.000000
2763.195607	0.000000
2768.599121	0.000000
2774.002635	0.000000
2779.406149	0.000000
2784.809663	0.000000
2790.213177	0.000000
2795.616691	0.000000
2801.020205	0.000000
2806.423718	0.000000
